BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS,1A,2450,5311,,R3,"23 GREGORY LANE, 111",111,10314,1,,1,,,1988,1,R3,0,12/09/2023
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS,1A,2450,5316,,R3,"17A GREGORY LANE, 116",116,10314,1,,1,,,1988,1,R3,213000,25/01/2024
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS,1A,2450,5342,,R3,"11 AMY COURT, 142",142,10314,1,,1,,,1988,1,R3,395000,25/05/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2360,1011,,R2,"1286 ROCKLAND AVENUE, 1G",1G,10314,1,,1,,,1973,2,R2,0,25/07/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2360,1012,,R2,"1286 ROCKLAND AVENUE, 1H",1H,10314,1,,1,,,1973,2,R2,0,25/07/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2360,1012,,R2,"1286 ROCKLAND AVENUE, 1H",1H,10314,1,,1,,,1973,2,R2,380000,24/10/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2360,1026,,R2,"1290 ROCKLAND AVENUE, 1F",1F,10314,1,,1,,,1973,2,R2,293000,01/12/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2360,1057,,R2,"1298 ROCKLAND AVENUE, 1E",1E,10314,1,,1,,,1973,2,R2,325000,12/10/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2360,1062,,R2,"1298 ROCKLAND AVENUE, 2F",2F,10314,1,,1,,,1973,2,R2,300000,16/11/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2360,1063,,R2,"1298 ROCKLAND AVENUE, 2G",2G,10314,1,,1,,,1973,2,R2,0,25/08/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2363,1009,,R2,"11 GADSEN PLACE, 1E",1E,10314,1,,1,,,1974,2,R2,0,15/12/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2363,1023,,R2,"15 GADSEN PLACE, 2C",2C,10314,1,,1,,,1974,2,R2,305000,31/05/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2363,1036,,R2,"19 GADSEN PLACE, 1H",1H,10314,1,,1,,,1974,2,R2,378000,02/02/2024
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2363,1072,,R2,"29 GADSEN PLACE, 1B",1B,10314,1,,1,,,1974,2,R2,0,21/06/2023
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS,2,2363,1082,,R2,"31 GADSEN PLACE, 1H",1H,10314,1,,1,,,1974,2,R2,359000,08/02/2024
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2400,1027,,R4,"80 RICHMOND HILL ROAD, 2M",2M,10314,1,,1,,,1988,2,R4,457000,12/09/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1622,,R4,"2 ELMWOOD PARK DRIVE, 123",123,10314,1,,1,,,1983,2,R4,240000,16/11/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1633,,R4,"2 ELMWOOD PARK DRIVE, 206",206,10314,1,,1,,,1983,2,R4,270000,25/08/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1663,,R4,"2 ELMWOOD PARK DRIVE, 307",307,10314,1,,1,,,1983,2,R4,0,24/09/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1700,,R4,"2 ELMWOOD PARK DRIVE, 415",415,10314,1,,1,,,1983,2,R4,275000,11/07/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1723,,R4,"2 ELMWOOD PARK DRIVE, 509",509,10314,1,,1,,,1983,2,R4,0,15/08/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1727,,R4,"2 ELMWOOD PARK DRIVE, 513",513,10314,1,,1,,,1983,2,R4,0,11/12/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1732,,R4,"2 ELMWOOD PARK DRIVE, 518",518,10314,1,,1,,,1983,2,R4,347500,03/08/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2036,,R4,"5 WINDHAM LOOP, 2K",2K,10314,1,,1,,,1979,2,R4,400000,30/01/2024
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2041,,R4,"11 WINDHAM LOOP, 2DD",2DD,10314,1,,1,,,1979,2,R4,18000,05/02/2024
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2044,,R4,"11 WINDHAM LOOP, 2GG",2GG,10314,1,,1,,,1979,2,R4,330000,10/01/2024
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2048,,R4,"11 WINDHAM LOOP, 2KK",2KK,10314,1,,1,,,1979,2,R4,318000,05/05/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2062,,R4,"5 WINDHAM LOOP, 3K",3K,10314,1,,1,,,1979,2,R4,0,04/12/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2076,,R4,"11 WINDHAM LOOP, 3KK",3KK,10314,1,,1,,,1979,2,R4,335000,21/12/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2081,,R4,"5 WINDHAM LOOP, 4B",4B,10314,1,,1,,,1979,2,R4,275000,02/06/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2093,,R4,"5 WINDHAM LOOP, 4N",4N,10314,1,,1,,,1979,2,R4,0,19/03/2024
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2148,,R4,"5 WINDHAM LOOP, 6M",6M,10314,1,,1,,,1979,2,R4,0,06/07/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2152,,R4,"5 WINDHAM LOOP, 7C",7C,10314,1,,1,,,1979,2,R4,465000,25/03/2024
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,1029,,R4,"95 ESSEX DRIVE, 4E",4E,10314,1,,1,,,1988,2,R4,480000,26/06/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,1031,,R4,"95 ESSEX DRIVE, 4J",4J,10314,1,,1,,,1988,2,R4,470000,18/10/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,2026,,R4,"75 ESSEX DRIVE, 4B",4B,10314,1,,1,,,1988,2,R4,362500,19/05/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,2027,,R4,"75 ESSEX DRIVE, 4C",4C,10314,1,,1,,,1988,2,R4,0,07/10/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,3001,,R4,"40 WELLINGTON COURT, 1A",1A,10314,1,,1,,,1988,2,R4,390000,19/06/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,3001,,R4,"40 WELLINGTON COURT, 1A",1A,10314,1,,1,,,1988,2,R4,450000,01/11/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,3022,,R4,"40 WELLINGTON COURT, 3G",3G,10314,1,,1,,,1988,2,R4,320000,02/10/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,4002,,R4,"120 WELLINGTON COURT, 1B",1B,10314,1,,1,,,1988,2,R4,380000,25/03/2024
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,4003,,R4,"120 WELLINGTON COURT, 1C",1C,10314,1,,1,,,1988,2,R4,325000,16/05/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2451,4030,,R4,"120 WELLINGTON COURT, 4G",4G,10314,1,,1,,,1988,2,R4,380000,29/11/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2452,1005,,R4,"41 WELLINGTON COURT, 1E",1E,10314,1,,1,,,1987,2,R4,0,02/11/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2452,1016,,R4,"41 WELLINGTON COURT, 2D",2D,10314,1,,1,,,1987,2,R4,363000,17/07/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2452,1018,,R4,"41 WELLINGTON COURT, 2F",2F,10314,1,,1,,,1987,2,R4,470000,13/12/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2452,1027,,R4,"41 WELLINGTON COURT, 3I",3I,10314,1,,1,,,1987,2,R4,505000,27/09/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2452,1028,,R4,"41 WELLINGTON COURT, 3J",3J,10314,1,,1,,,1987,2,R4,352000,05/09/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2452,1037,,R4,"41 WELLINGTON COURT, 4F",4F,10314,1,,1,,,1987,2,R4,0,09/02/2024
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2452,2064,,R4,"171 WELLINGTON COURT, 3I",3I,10314,1,,1,,,1988,2,R4,10,16/05/2023
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2452,2065,,R4,"171 WELLINGTON COURT, 3J",3J,10314,1,,1,,,1988,2,R4,0,11/08/2023
5,NEW SPRINGVILLE,21 OFFICE BUILDINGS,4,2361,12,,O7,2185 RICHMOND AVENUE,,10314,0,1,1,50422,34853,2022,4,O7,10,15/11/2023
5,NEW SPRINGVILLE,22 STORE BUILDINGS,4,2400,20,,K5,N/A RICHMOND AVENUE,,10314,0,1,1,6364,3798,2021,4,K5,0,18/01/2024
5,NEW SPRINGVILLE,22 STORE BUILDINGS,4,2400,77,,K5,26 RICHMOND HILL ROAD,,10314,0,1,1,20349,3337,1999,4,K5,0,18/01/2024
5,NEW SPRINGVILLE,22 STORE BUILDINGS,4,2400,77,,K5,26 RICHMOND HILL ROAD,,10314,0,1,1,20349,3337,1999,4,K5,3201581,02/02/2024
5,NEW SPRINGVILLE,31 COMMERCIAL VACANT LAND,4,2102,102,,V1,2086 RICHMOND AVENUE,,10314,0,0,0,10080,0,,4,V1,840000,02/06/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4262,31,,A5,68 FARRELL COURT,,10306,1,0,1,1341,1016,1996,1,A5,0,28/12/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4267,12,,A2,33 CLARENCE PLACE,,10306,1,0,1,3520,960,1955,1,A2,0,26/01/2024
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4267,18,,A2,21 CLARENCE PLACE,,10306,1,0,1,5240,1040,1955,1,A2,743000,25/07/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4270,4,,A2,370 TYSENS LANE,,10306,1,0,1,4200,1196,1965,1,A2,741000,27/10/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4271,18,,A2,90 PENN AVENUE,,10306,1,0,1,4200,1092,1960,1,A2,425000,19/05/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4271,21,,A2,94 PENN AVENUE,,10306,1,0,1,4600,1144,1955,1,A2,670000,15/12/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4272,48,,A2,155 PENN AVENUE,,10306,1,0,1,4000,1100,1960,1,A2,0,29/11/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4274,4,,A1,257 OAK AVENUE,,10306,1,0,1,7130,2482,1955,1,A1,0,28/08/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4274,82,,A2,92 PETER AVENUE,,10306,1,0,1,6780,1092,1960,1,A2,799000,25/05/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4278,17,,A2,205 PENN AVENUE,,10306,1,0,1,4000,1040,1963,1,A2,0,23/12/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4278,21,,A2,197 PENN AVENUE,,10306,1,0,1,4000,1040,1960,1,A2,0,08/11/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4278,25,,A2,189 PENN AVENUE,,10306,1,0,1,4000,1040,1960,1,A2,715000,26/09/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4280,17,,A1,311 OAK AVENUE,,10306,1,0,1,12825,1748,1925,1,A1,0,18/07/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4294,13,,A2,22 ELMIRA ST,,10306,1,0,1,5500,872,1955,1,A2,0,16/12/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4294,20,,A1,250 OAK AVENUE,,10306,1,0,1,6300,960,1950,1,A1,728000,16/02/2024
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4294,35,,A1,415 FLINT STREET,,10306,1,0,1,5000,970,1950,1,A1,700000,23/10/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4295,42,,A1,451 FLINT STREET,,10306,1,0,1,4000,1978,2001,1,A1,990000,18/10/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4299,15,,A1,760 CLAWSON STREET,,10306,1,0,1,7500,3753,1960,1,A1,0,22/12/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4299,33,,A1,451 PENDALE ST.,,10306,1,0,1,7500,2878,1950,1,A1,0,10/05/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4300,27,,S1,342 OAK AVENUE,,10306,1,1,2,2850,1944,1965,1,S1,725000,06/02/2024
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4301,13,,A1,456 PENDALE STREET,,10306,1,0,1,6000,2200,1996,1,A1,0,12/10/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4656,84,,A5,403 RIEDEL AVENUE,,10306,1,0,1,4048,890,1975,1,A5,0,06/03/2024
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4657,68,,A5,1973 SOUTH RAILROAD AVE,,10306,1,0,1,2000,1600,1988,1,A5,527000,29/09/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4657,183,,A5,1952 NORTH RAILROAD AVE,,10306,1,0,1,2871,1312,1975,1,A5,580000,11/09/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4659,31,,A1,84 ACORN STREET,,10306,1,0,1,6053,1200,1899,1,A1,685000,20/09/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4659,43,,A1,N/A ACORN STREET,,10306,1,0,1,4426,2191,2022,1,A1,1118863,24/05/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4661,4,,A1,176 GUYON AVENUE,,10306,1,0,1,5300,2440,2001,1,A1,930000,01/11/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4663,25,,A2,235 ADELAIDE AVENUE,,10306,1,0,1,4400,1008,1965,1,A2,264000,25/03/2024
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4665,23,,A1,253 ADELAIDE AVE,,10306,1,0,1,4100,1150,1965,1,A1,600000,31/07/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4707,12,,A2,229 MONTREAL AVENUE,,10306,1,0,1,6000,1732,1955,1,A2,10,02/08/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4708,21,,A1,31 CURRIE AVENUE,,10306,1,0,1,4400,2800,1989,1,A1,0,08/06/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4711,69,,A2,222 CHESTERTON AVENUE,,10306,1,0,1,5000,1482,1960,1,A2,730000,08/12/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4712,2,,A1,3187 HYLAN BOULEVARD,,10306,1,0,1,3800,1800,1970,1,A1,0,07/01/2024
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4713,57,,A1,290 MONTREAL AVE,,10306,1,0,1,6000,2200,1960,1,A1,0,15/06/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4713,60,,A2,296 MONTREAL AVENUE,,10306,1,0,1,6000,1836,1960,1,A2,865000,20/02/2024
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4714,13,,A2,319 MONTREAL AVENUE,,10306,1,0,1,4000,864,1955,1,A2,685000,24/01/2024
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4714,50,,A1,86 MALONE AVENUE,,10306,1,0,1,4900,1536,1950,1,A1,700000,02/11/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4714,78,,A1,142 MALONE AVE,,10306,1,0,1,4400,2104,1970,1,A1,75000,29/09/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4715,10,,A1,145 MALONE AVENUE,,10306,1,0,1,4000,2200,1972,1,A1,785500,05/10/2023
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4715,43,,A2,176 PLATT STREET,,10306,1,0,1,4000,960,1955,1,A2,0,01/12/2023
5,OAKWOOD,02 TWO FAMILY DWELLINGS,1,4264,35,,B2,95 CEDARVIEW AVENUE,,10306,2,0,2,4500,2172,1965,1,B2,0,23/08/2023
5,OAKWOOD,02 TWO FAMILY DWELLINGS,1,4264,35,,B2,95 CEDARVIEW AVENUE,,10306,2,0,2,4500,2172,1965,1,B2,0,19/12/2023
5,OAKWOOD,02 TWO FAMILY DWELLINGS,1,4270,27,,B2,93 PENN AVENUE,,10306,2,0,2,5800,2080,1960,1,B2,1047500,24/07/2023
5,OAKWOOD,02 TWO FAMILY DWELLINGS,1,4272,19,,B2,448 TYSENS LANE,,10306,2,0,2,4200,1850,1960,1,B2,0,29/09/2023
5,OAKWOOD,02 TWO FAMILY DWELLINGS,1,4272,38,,B2,631 CLAWSON STREET,,10306,2,0,2,3255,1400,1998,1,B2,0,02/02/2024
5,OAKWOOD,02 TWO FAMILY DWELLINGS,1,4658,31,,B2,99 ACORN STREET,,10306,2,0,2,6750,1304,1955,1,B2,0,04/05/2023
5,OAKWOOD,02 TWO FAMILY DWELLINGS,1,4705,50,,B2,151 PLATT STREET,,10306,2,0,2,7000,1920,1960,1,B2,0,08/12/2023
5,OAKWOOD,05 TAX CLASS 1 VACANT LAND,1B,4658,100,,V0,N/A SOUTH RAILROAD AVE,,10306,0,0,0,2100,0,,1,V0,52500,11/12/2023
5,OAKWOOD,05 TAX CLASS 1 VACANT LAND,1B,4658,100,,V0,N/A SOUTH RAILROAD AVE,,10306,0,0,0,2100,0,,1,V0,57000,14/02/2024
5,OAKWOOD,22 STORE BUILDINGS,4,4265,7,,K1,99 GUYON AVENUE,,10306,0,1,1,2256,1500,1950,4,K1,500000,21/03/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4007,71,,A9,424 FALCON AVENUE,,10306,1,0,1,3137,924,1960,1,A9,575000,10/07/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4007,170,,A2,335 PETER AVENUE,,10306,1,0,1,4000,960,1960,1,A2,0,21/06/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4007,177,,A2,347 PETER AVENUE,,10306,1,0,1,4000,960,1960,1,A2,0,26/07/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4007,203,,A2,348 PENN AVENUE,,10306,1,0,1,4000,960,1960,1,A2,649500,22/09/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4016,23,,A2,388 OAK AVENUE,,10306,1,0,1,5500,864,1955,1,A2,650000,28/03/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4018,34,,A9,439 MEDINA STREET,,10306,1,0,1,2375,1344,1980,1,A9,725000,30/06/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4019,18,,A1,442 MEDINA STREET,,10306,1,0,1,7500,1552,1920,1,A1,0,30/10/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4020,28,,A2,535 FALCON AVENUE,,10306,1,0,1,8800,840,1955,1,A2,575000,07/06/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4020,33,,A1,543 FALCON AVENUE,,10306,1,0,1,5000,1696,1985,1,A1,0,10/06/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4021,33,,A2,411 LYNN STREET,,10306,1,0,1,5000,1680,1950,1,A2,618000,27/06/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4022,31,,A2,417 AMHERST AVENUE,,10306,1,0,1,7500,1492,1965,1,A2,0,28/12/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4023,8,,A1,401 ISABELLA AVENUE,,10306,1,0,1,5500,1750,1955,1,A1,0,18/05/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4026,8,,A1,351 GUYON AVENUE,,10306,1,0,1,5625,2776,1935,1,A1,0,15/02/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4028,6,,A1,393 GUYON AVENUE,,10306,1,0,1,15000,2056,1910,1,A1,625000,06/12/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4029,38,,A2,455 STONEHAM ST,,10306,1,0,1,5000,912,1955,1,A2,635000,21/08/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4668,27,,A5,3026 HYLAN BOULEVARD,,10306,1,0,1,1072,1330,1989,1,A5,0,19/12/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4669,22,,A1,473 TARRYTOWN AVENUE,,10306,1,0,1,3900,1700,1965,1,A1,0,22/01/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4669,22,,A1,473 TARRYTOWN AVENUE,,10306,1,0,1,3900,1700,1965,1,A1,0,20/03/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4674,30,,A5,517 TARRYTOWN AVENUE,,10306,1,0,1,5000,1120,1996,1,A5,595000,08/05/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4675,6,,A5,340 GUYON AVENUE,,10306,1,0,1,2330,1810,1989,1,A5,712000,11/05/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4676,1,,A2,348 GUYON AVENUE,,10306,1,0,1,7125,1064,1960,1,A2,0,08/06/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4676,37,,A2,383 ADELAIDE AVENUE,,10306,1,0,1,3900,1196,1960,1,A2,0,03/05/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4676,51,,A1,480 LYNN STREET,,10306,1,0,1,4000,1476,1910,1,A1,680000,30/04/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4678,7,,A1,409 ADELAIDE AVENUE,,10306,1,0,1,3800,2968,2018,1,A1,700000,11/10/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4678,27,,A2,405 ADELAIDE AVENUE,,10306,1,0,1,4000,1288,1960,1,A2,0,01/11/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4681,1,,A1,360 ADELAIDE AVENUE,,10306,1,0,1,6400,2352,1899,1,A1,0,11/01/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4682,6,,A1,386 ADELAIDE AVENUE,,10306,1,0,1,4000,1600,2001,1,A1,1125000,29/08/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4682,12,,A5,523 AMHERST AVENUE,,10306,1,0,1,2500,1216,1975,1,A5,670000,08/08/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4682,28,,A5,532 LYNN STREET,,10306,1,0,1,2500,1600,1975,1,A5,738800,26/04/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4686,7,,A5,42 AVISTON STREET,,10306,1,0,1,3145,1600,2004,1,A5,0,29/03/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4686,9,,A5,46 AVISTON STREET,,10306,1,0,1,9805,1600,2004,1,A5,755000,04/04/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4691,30,,A5,153 BROOK AVENUE,,10306,1,0,1,2400,1600,1986,1,A5,636000,17/10/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4691,43,,A5,133 BROOK AVENUE,,10306,1,0,1,2400,1600,1986,1,A5,765000,14/12/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4718,8,,A2,273 CHESTERTON AVENUE,,10306,1,0,1,4000,1000,1960,1,A2,665000,18/07/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4719,2,,A5,301 FAIRBANKS AVENUE,,10306,1,0,1,2200,1380,1965,1,A5,640000,20/06/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4719,17,,A5,283 FAIRBANKS AVENUE,,10306,1,0,1,2200,1380,1965,1,A5,0,27/10/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4719,44,,A5,346 MONTREAL AVENUE,,10306,1,0,1,2400,1440,1975,1,A5,646000,01/02/2024
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4719,61,,A5,376 MONTREAL AVENUE,,10306,1,0,1,2400,1440,1975,1,A5,0,13/12/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4723,1,,A5,363 CHESTERTON AVENUE,,10306,1,0,1,2300,1152,1960,1,A5,0,29/08/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4723,18,,A5,319 CHESTERTON AVENUE,,10306,1,0,1,2300,1152,1970,1,A5,639000,18/09/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4723,22,,A5,311 CHESTERTON AVENUE,,10306,1,0,1,2300,1152,1970,1,A5,580000,17/08/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4723,43,,A5,354 FAIRBANKS,,10306,1,0,1,2300,1152,1970,1,A5,0,25/09/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4726,28,,A5,48 BROOK AVENUE,,10306,1,0,1,2190,1440,1993,1,A5,650000,16/06/2023
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4726,38,,A5,9 GRAYSON STREET,,10306,1,0,1,2829,1440,1993,1,A5,0,23/06/2023
